0.0	0.6675000000000001
0.2	0.7514036950644811
0.4	0.8074480289274815
0.6	0.8322438387877752
0.8	0.8251755070569323
1.0	0.7881792928115929
1.2	0.7253499838027777
1.4	0.6424219428217925
1.6	0.5461757370148853
1.8	0.4438222956858588
2.0	0.3424132986890105
2.2	0.24831987966362648
2.4	0.16681255768297182
2.6	0.10176452384305101
2.8	0.055488975477523836
3.0	0.028710036278583363
3.2	0.02065674257916338
3.4	0.02926127070356526
3.6	0.05143648891644459
3.8	0.08340429006174657
4.0	0.12104503733083669
4.2	0.16023968244173276
4.4	0.19717937639177047
4.6	0.22862224769984527
4.8	0.2520829528693026
5.0	0.265947057937433
5.2	0.2695087504499718
5.4	0.26293632225558267
5.6	0.24717490339593925
5.8	0.2237997706946194
6.0	0.19483602464242883
6.2	0.16256146873754476
6.4	0.12930919390365908
6.6	0.09728482262270616
6.8	0.06841083580665469
7.0	0.04420717525048103
7.2	0.02571369651308985
7.4	0.01345635177736499
7.6	0.007455496454013452
7.8	0.007271680688268949
8.0	0.012081893715913049
8.2	0.020777595333646936
8.4	0.032075045865367524
8.6	0.04462841899268169
8.8	0.057136876981026916
9.0	0.06843808387711682
9.2	0.07758237398585792
9.4	0.08388380622603114
9.6	0.08694644171878163
9.8	0.08666621396609042
10.0	0.083210571673491
10.2	0.0769795477904498
10.4	0.06855296533655676
10.6	0.05862909075551183
10.8	0.04796018697670497
11.0	0.03729013402451311
11.2	0.027298636919373273
11.4	0.018555612389945218
11.6	0.011488234416160658
11.8	0.0063619253456770955
12.0	0.003275402293854067
12.2	0.002168815215896408
12.4	0.0028431147287787018
12.6	0.004988115739460423
12.8	0.008216306491370017
13.0	0.012099298945115022
13.2	0.016203912081212746
13.4	0.020125193786826763
13.6	0.02351417492983599
13.8	0.026098757586409563
14.0	0.027696810706237654
14.2	0.028221224014030585
14.4	0.02767730283089314
14.6	0.026153429311327456
14.8	0.02380633675775757
15.0	0.020842622920540895
15.2	0.017498257905266244
15.4	0.014017826911171857
15.6	0.01063510248846217
15.8	0.007556288718483569
16.0	0.004946949926271383
16.2	0.0029232615464113774
16.4	0.0015478332394150006
16.6	0.00082998479588161
16.8	0.0007300300077466579
17.0	0.0011668629284091818
17.2	0.0020279583584912973
17.4	0.0031808003501432526
17.6	0.004484738389499194
17.8	0.005802333777807843
18.0	0.007009386506168969
18.2	0.008003009766578726
18.4	0.00870732711926596
18.6	0.00907658756975325
18.8	0.009095708567946371
19.0	0.00877845050591762
19.2	0.008163586039737929
19.4	0.007309544630901738
19.6	0.006288082302675977
19.8	0.005177547990097861
20.0	0.004056294000658443
